Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Quantity;Minimal quantity;Default (0 = No, 1 = Yes)
877;Unitats:select:0, Pes:select:1;3:0, -:1;999999999;1;0
877;Unitats:select:0, Pes:select:1;4:0, -:1;999999999;1;0
877;Unitats:select:0, Pes:select:1;5:0, -:1;999999999;1;0
877;Unitats:select:0, Pes:select:1;6:0, -:1;999999999;1;0
877;Unitats:select:0, Pes:select:1;7:0, -:1;999999999;1;0
877;Unitats:select:0, Pes:select:1;8:0, -:1;999999999;1;0
877;Unitats:select:0, Pes:select:1;9:0, -:1;999999999;1;0
877;Unitats:select:0, Pes:select:1;10:0, -:1;999999999;1;0
878;Pes:select:0;100 grs:0;999999999;1;0
878;Pes:select:0;1/4 KG:0;999999999;1;1
878;Pes:select:0;1/2 KG:0;999999999;1;0
878;Pes:select:0;3/4 KG:0;999999999;1;0
878;Pes:select:0;1 KG:0;999999999;1;0
878;Pes:select:0;1.5 KG:0;999999999;1;0
878;Pes:select:0;2 KG:0;999999999;1;0
878;Pes:select:0;3 KG:0;999999999;1;0
878;Pes:select:0;4 KG:0;999999999;1;0
878;Pes:select:0;5 KG:0;999999999;1;0
879;Pes:select:0;100 grs:0;999999999;1;0
879;Pes:select:0;1/4 KG:0;999999999;1;1
879;Pes:select:0;1/2 KG:0;999999999;1;0
879;Pes:select:0;3/4 KG:0;999999999;1;0
879;Pes:select:0;1 KG:0;999999999;1;0
879;Pes:select:0;1.5 KG:0;999999999;1;0
879;Pes:select:0;2 KG:0;999999999;1;0
879;Pes:select:0;3 KG:0;999999999;1;0
879;Pes:select:0;4 KG:0;999999999;1;0
879;Pes:select:0;5 KG:0;999999999;1;0
880;Pes:select:0;100 grs:0;999999999;1;0
880;Pes:select:0;1/4 KG:0;999999999;1;1
880;Pes:select:0;1/2 KG:0;999999999;1;0
880;Pes:select:0;3/4 KG:0;999999999;1;0
880;Pes:select:0;1 KG:0;999999999;1;0
880;Pes:select:0;1.5 KG:0;999999999;1;0
880;Pes:select:0;2 KG:0;999999999;1;0
880;Pes:select:0;3 KG:0;999999999;1;0
880;Pes:select:0;4 KG:0;999999999;1;0
880;Pes:select:0;5 KG:0;999999999;1;0



