Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Quantity;Minimal quantity;Default (0 = No, 1 = Yes)
146;Unitats:select:0, Pes:select:1;2:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;3:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;4:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;5:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;6:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;7:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;8:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;9:0, -:1;999999999;1;0
146;Unitats:select:0, Pes:select:1;10:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 100 grs:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 1/4 KG:1;999999999;1;1
147;Unitats:select:0, Pes:select:1;-:0, 1/2 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 3/4 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 1 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 1.5 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 2 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 3 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 4 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;-:0, 5 KG:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;1:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;2:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;3:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;4:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;5:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;6:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;7:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;8:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;9:0, -:1;999999999;1;0
147;Unitats:select:0, Pes:select:1;10:0, -:1;999999999;1;0
129;Manat:select:0;1/2:0;999999999;1;0
129;Manat:select:0;1:0;999999999;1;1
129;Manat:select:0;1.5:0;999999999;1;0
129;Manat:select:0;2:0;999999999;1;0
129;Manat:select:0;3:0;999999999;1;0
130;Manat:select:0;1/2:0;999999999;1;0
130;Manat:select:0;1:0;999999999;1;1
130;Manat:select:0;1.5:0;999999999;1;0
130;Manat:select:0;2:0;999999999;1;0
130;Manat:select:0;3:0;999999999;1;0
136;Manat:select:0;1/2:0;999999999;1;0
136;Manat:select:0;1:0;999999999;1;1
136;Manat:select:0;1.5:0;999999999;1;0
136;Manat:select:0;2:0;999999999;1;0
136;Manat:select:0;3:0;999999999;1;0
145;Manat:select:0;1/2:0;999999999;1;0
145;Manat:select:0;1:0;999999999;1;1
145;Manat:select:0;1.5:0;999999999;1;0
145;Manat:select:0;2:0;999999999;1;0
145;Manat:select:0;3:0;999999999;1;0
148;Manat:select:0;1/2:0;999999999;1;0
148;Manat:select:0;1:0;999999999;1;1
148;Manat:select:0;1.5:0;999999999;1;0
148;Manat:select:0;2:0;999999999;1;0
148;Manat:select:0;3:0;999999999;1;0
149;Manat:select:0;1/2:0;999999999;1;0
149;Manat:select:0;1:0;999999999;1;1
149;Manat:select:0;1.5:0;999999999;1;0
149;Manat:select:0;2:0;999999999;1;0
149;Manat:select:0;3:0;999999999;1;0
150;Manat:select:0;1/2:0;999999999;1;0
150;Manat:select:0;1:0;999999999;1;1
150;Manat:select:0;1.5:0;999999999;1;0
150;Manat:select:0;2:0;999999999;1;0
150;Manat:select:0;3:0;999999999;1;0
144;Dotzena:select:0;1/2:0;999999999;1;0
144;Dotzena:select:0;1:0;999999999;1;1
144;Dotzena:select:0;1.5:0;999999999;1;0
144;Dotzena:select:0;2:0;999999999;1;0
144;Dotzena:select:0;3:0;999999999;1;0
133;Pes:select:0;100 grs:0;999999999;1;0
133;Pes:select:0;1/4 KG:0;999999999;1;1
133;Pes:select:0;1/2 KG:0;999999999;1;0
133;Pes:select:0;3/4 KG:0;999999999;1;0
133;Pes:select:0;1 KG:0;999999999;1;0
133;Pes:select:0;1.5 KG:0;999999999;1;0
133;Pes:select:0;2 KG:0;999999999;1;0
133;Pes:select:0;3 KG:0;999999999;1;0
133;Pes:select:0;4 KG:0;999999999;1;0
133;Pes:select:0;5 KG:0;999999999;1;0
131;Mida:select:0;Petit:0;999999999;1;0
131;Mida:select:0;Normal:0;999999999;1;1
131;Mida:select:0;Gran:0;999999999;1;0
132;Mida:select:0;Petit:0;999999999;1;0
132;Mida:select:0;Normal:0;999999999;1;1
132;Mida:select:0;Gran:0;999999999;1;0
137;Mida:select:0;Petit:0;999999999;1;0
137;Mida:select:0;Normal:0;999999999;1;1
137;Mida:select:0;Gran:0;999999999;1;0
138;Mida:select:0;Petit:0;999999999;1;0
138;Mida:select:0;Normal:0;999999999;1;1
138;Mida:select:0;Gran:0;999999999;1;0
139;Mida:select:0;Petit:0;999999999;1;0
139;Mida:select:0;Normal:0;999999999;1;1
139;Mida:select:0;Gran:0;999999999;1;0
